Flag Tsunami,Year,Month,Day,Coordinates,Latitude,Longitude,EQ Primary,Country,State,Location name,Earthquake : Deaths,Earthquake : Deaths Description,Earthquake : Missing,Earthquake : Missing Description,Earthquake : Injuries,Earthquake : Injuries Description,Earthquake : Damage (in M$),Earthquake : Damage Description,Earthquakes : Houses destroyed,Earthquakes : Houses destroyed Description,Earthquakes : Houses damaged,Earthquakes : Houses damaged Description,Total Effects : Deaths,Total Effects : Deaths Description,Total Effects : Missing,Total Effects : Missing Description,Total Effects : Injuries,Total Effects : Injuries Description,Total Effects : Damages in million Dollars,Total Effects : Damage Description,Total Effects : Houses Destroyed,Total Effects : Houses Destroyed Description,Total Effects : Houses Damaged,Total Effects : Houses Damaged Description,Coordinates
Tsunami,2007,08,15,"-13.386, -76.603",-13.386,-76.603,8,PERU,,"PERU:  ICA, PISCO, LIMA",514,Many (~101 to 1000 deaths),,,1090,Very Many (~1001 or more deaths),,EXTREME (~$25 million or more),52154,Very Many (~1001 or more houses),23632,Very Many (~1001 or more houses),514,Many (~101 to 1000 deaths),,,1090,Very Many (~1001 or more deaths),,EXTREME (~$25 million or more),52154,Very Many (~1001 or more houses),23632,Very Many (~1001 or more houses),"-13.386, -76.603"
Tsunami,2007,09,02,"-11.61, 165.762",-11.61,165.762,7.2,SOLOMON ISLANDS,,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,"-11.61, 165.762"
,2007,09,12,"-2.625, 100.841",-2.625,100.841,7.9,INDONESIA,,INDONESIA:  SUMATRA,,,,,,,,,,,,,,,,,,,,,,,,,"-2.625, 100.841"
Tsunami,2007,09,12,"-4.438, 101.367",-4.438,101.367,8.4,INDONESIA,,INDONESIA:  SUMATRA,25,Few (~1 to 50 deaths),,,161,Many (~101 to 1000 deaths),,SEVERE (~>$5 to $24 million),56425,Very Many (~1001 or more houses),,Very Many (~1001 or more houses),25,Few (~1 to 50 deaths),,,161,Many (~101 to 1000 deaths),,SEVERE (~>$5 to $24 million),56425,Very Many (~1001 or more houses),,Very Many (~1001 or more houses),"-4.438, 101.367"
,2007,09,28,"22.013, 142.668",22.013,142.668,7.5,JAPAN,,JAPAN:  VOLCANO ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,"22.013, 142.668"
Tsunami,2007,09,30,"-49.418, 163.954",-49.418,163.954,7.4,NEW ZEALAND,,NEW ZEALAND:  AUCKLAND ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,"-49.418, 163.954"
Tsunami,2007,11,14,"-22.247, -69.89",-22.247,-69.89,7.7,CHILE,,"CHILE:  TOCOPILLA, MARIA ELENA",2,Few (~1 to 50 deaths),,,65,Some (~51 to 100 deaths),,SEVERE (~>$5 to $24 million),,Very Many (~1001 or more houses),,,2,Few (~1 to 50 deaths),,,65,Some (~51 to 100 deaths),,SEVERE (~>$5 to $24 million),,Very Many (~1001 or more houses),,,"-22.247, -69.89"
Tsunami,2007,11,29,"14.944, -61.274",14.944,-61.274,7.4,MARTINIQUE,,MARTINIQUE,1,Few (~1 to 50 deaths),,,102,Many (~101 to 1000 deaths),,LIMITED (roughly corresponding to less than $1 million),,,,,1,Few (~1 to 50 deaths),,,102,Many (~101 to 1000 deaths),,LIMITED (roughly corresponding to less than $1 million),,,,,"14.944, -61.274"
Tsunami,2007,12,09,"-25.996, -177.514",-25.996,-177.514,7.8,KERMADEC ISLANDS (NEW ZEALAND),,KERMADEC ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,"-25.996, -177.514"
,2008,02,20,"2.768, 95.964",2.768,95.964,7.4,INDONESIA,,INDONESIA:  SUMATERA:  ACEH PROVINCE,3,Few (~1 to 50 deaths),,,25,Few (~1 to 50 deaths),,,,,,,3,Few (~1 to 50 deaths),,,25,Few (~1 to 50 deaths),,,,,,,"2.768, 95.964"
,2008,03,20,"35.49, 81.467",35.49,81.467,7.2,CHINA,,CHINA:  XINJIANG PROVINCE,,,,,,,,SEVERE (~>$5 to $24 million),2200,Very Many (~1001 or more houses),,,,,,,,,,SEVERE (~>$5 to $24 million),2200,Very Many (~1001 or more houses),,,"35.49, 81.467"
Tsunami,2008,04,09,"-20.071, 168.892",-20.071,168.892,7.3,NEW CALEDONIA,,NEW CALEDONIA: LOYALTY ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,"-20.071, 168.892"
Tsunami,2008,05,12,"31.002, 103.322",31.002,103.322,7.9,CHINA,,CHINA:  SICHUAN PROVINCE,87652,Very Many (~1001 or more deaths),,,374171,Very Many (~1001 or more deaths),86000,EXTREME (~$25 million or more),5360000,Very Many (~1001 or more houses),5360000,Very Many (~1001 or more houses),87652,Very Many (~1001 or more deaths),,,374171,Very Many (~1001 or more deaths),86000.000,EXTREME (~$25 million or more),5360000,Very Many (~1001 or more houses),21000000,Very Many (~1001 or more houses),"31.002, 103.322"
,2008,07,05,"53.882, 152.886",53.882,152.886,7.7,RUSSIA,,RUSSIA:  SEA OF OKHOTSK,,,,,,,,,,,,,,,,,,,,,,,,,"53.882, 152.886"
Tsunami,2008,11,16,"1.271, 122.091",1.271,122.091,7.3,INDONESIA,,INDONESIA:  MINAHASSA PENINSULA,6,Few (~1 to 50 deaths),,,77,Some (~51 to 100 deaths),,SEVERE (~>$5 to $24 million),,,1000,Many (~101 to 1000 houses),6,Few (~1 to 50 deaths),,,77,Some (~51 to 100 deaths),,SEVERE (~>$5 to $24 million),,,1000,Many (~101 to 1000 houses),"1.271, 122.091"
Tsunami,2009,01,03,"-0.414, 132.885",-0.414,132.885,7.6,INDONESIA,,PAPUA NEW GUINEA:  NEAR NORTH COAST,5,Few (~1 to 50 deaths),,,250,Many (~101 to 1000 deaths),,SEVERE (~>$5 to $24 million),,,840,Many (~101 to 1000 houses),5,Few (~1 to 50 deaths),,,250,Many (~101 to 1000 deaths),,SEVERE (~>$5 to $24 million),,,840,Many (~101 to 1000 houses),"-0.414, 132.885"
Tsunami,2009,01,03,"-0.691, 133.305",-0.691,133.305,7.3,INDONESIA,,PAPUA NEW GUINEA:  NEAR NORTH COAST,,,,,,,,,,,,,,,,,,,,,,,,,"-0.691, 133.305"
Tsunami,2009,01,15,"46.857, 155.154",46.857,155.154,7.4,RUSSIA,,RUSSIA:  KURIL ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,"46.857, 155.154"
Tsunami,2009,02,11,"3.884, 126.397",3.884,126.397,7.2,INDONESIA,,INDONESIA:  KEPULAUAN TALAUD,,,,,64,Some (~51 to 100 deaths),,MODERATE (~$1 to $5 million),,,597,Many (~101 to 1000 houses),,,,,64,Some (~51 to 100 deaths),,MODERATE (~$1 to $5 million),,,597,Many (~101 to 1000 houses),"3.884, 126.397"
Tsunami,2009,03,19,"-23.046, -174.659",-23.046,-174.659,7.6,TONGA,,TONGA ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,"-23.046, -174.659"
Tsunami,2009,05,28,"16.72, -86.236",16.72,-86.236,7.3,HONDURAS,,HONDURAS:  NORTHERN; BELIZE,7,Few (~1 to 50 deaths),,,40,Few (~1 to 50 deaths),,MODERATE (~$1 to $5 million),135,Many (~101 to 1000 houses),25,Few (~1 to 50 houses),7,Few (~1 to 50 deaths),,,40,Few (~1 to 50 deaths),,MODERATE (~$1 to $5 million),135,Many (~101 to 1000 houses),25,Few (~1 to 50 houses),"16.72, -86.236"
Tsunami,2009,07,15,"-45.762, 166.562",-45.762,166.562,7.8,NEW ZEALAND,,NEW ZEALAND:  OFF WEST COAST OF SOUTH ISLAND,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,"-45.762, 166.562"
Tsunami,2009,08,10,"14.099, 92.888",14.099,92.888,7.5,INDIA,,INDIA:  ANDAMAN I,,,,,,,,,,,,,,,,,,,,,,,,,"14.099, 92.888"
Tsunami,2009,09,02,"-7.782, 107.297",-7.782,107.297,7,INDONESIA,,INDONESIA:  JAVA,81,Some (~51 to 100 deaths),,,1297,Very Many (~1001 or more deaths),,SEVERE (~>$5 to $24 million),,,54000,Very Many (~1001 or more houses),81,Some (~51 to 100 deaths),,,1297,Very Many (~1001 or more deaths),,SEVERE (~>$5 to $24 million),,,54000,Very Many (~1001 or more houses),"-7.782, 107.297"
Tsunami,2009,09,29,"-15.489, -172.095",-15.489,-172.095,8.1,SAMOA,,SAMOA ISLANDS,,,,,,,,,,,,,192,Many (~101 to 1000 deaths),,,7,Few (~1 to 50 deaths),285.000,EXTREME (~$25 million or more),,,,,"-15.489, -172.095"
Tsunami,2009,09,30,"-0.72, 99.867",-0.72,99.867,7.5,INDONESIA,,INDONESIA:  SUMATRA:  PADANG,1117,Very Many (~1001 or more deaths),,,1214,Very Many (~1001 or more deaths),2200,EXTREME (~$25 million or more),,Many (~101 to 1000 houses),181665,Very Many (~1001 or more houses),1117,Very Many (~1001 or more deaths),,,1214,Very Many (~1001 or more deaths),2200.000,EXTREME (~$25 million or more),,Many (~101 to 1000 houses),181665,Very Many (~1001 or more houses),"-0.72, 99.867"
Tsunami,2009,10,07,"-13.006, 166.51",-13.006,166.51,7.6,VANUATU,,VANUATU ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,"-13.006, 166.51"
,2009,10,07,"-12.517, 166.382",-12.517,166.382,7.8,SOLOMON ISLANDS,,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,"-12.517, 166.382"
Tsunami,2010,01,03,"-8.799, 157.346",-8.799,157.346,7.1,SOLOMON ISLANDS,,SOLOMON ISLANDS,,,,,,,,LIMITED (roughly corresponding to less than $1 million),16,Few (~1 to 50 houses),60,Some (~51 to 100 houses),,,,,,,,LIMITED (roughly corresponding to less than $1 million),16,Few (~1 to 50 houses),60,Some (~51 to 100 houses),"-8.799, 157.346"
Tsunami,2010,01,12,"18.457, -72.533",18.457,-72.533,7,HAITI,,HAITI:  PORT-AU-PRINCE,316000,Very Many (~1001 or more deaths),,,30000,Very Many (~1001 or more deaths),8000,EXTREME (~$25 million or more),97294,Very Many (~1001 or more houses),188383,Very Many (~1001 or more houses),316000,Very Many (~1001 or more deaths),,,300000,Very Many (~1001 or more deaths),8000.000,EXTREME (~$25 million or more),97294,Very Many (~1001 or more houses),188383,Very Many (~1001 or more houses),"18.457, -72.533"
Tsunami,2010,02,26,"25.93, 128.425",25.93,128.425,7,JAPAN,,"JAPAN:  TORI SHIMA, OKINAWA",,,,,2,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,2,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),,,,,"25.93, 128.425"
Tsunami,2010,02,27,"-36.122, -72.898",-36.122,-72.898,8.8,CHILE,,"CHILE:  MAULE, CONCEPCION, TALCAHUANO",402,Many (~101 to 1000 deaths),,,12000,Very Many (~1001 or more deaths),30000,EXTREME (~$25 million or more),,,500000,Very Many (~1001 or more houses),558,Many (~101 to 1000 deaths),,,12000,Very Many (~1001 or more deaths),30000.000,EXTREME (~$25 million or more),,,500000,Very Many (~1001 or more houses),"-36.122, -72.898"
,2010,04,04,"32.297, -115.278",32.297,-115.278,7.2,MEXICO,,MEXICO:  BAJA CALIFORNIA,2,Few (~1 to 50 deaths),,,233,Many (~101 to 1000 deaths),1150,EXTREME (~$25 million or more),,,,Many (~101 to 1000 houses),2,Few (~1 to 50 deaths),,,233,Many (~101 to 1000 deaths),1150.000,EXTREME (~$25 million or more),,,,Many (~101 to 1000 houses),"32.297, -115.278"
Tsunami,2010,04,06,"2.383, 97.048",2.383,97.048,7.8,INDONESIA,,INDONESIA:  SUMATRA,,,,,,,,,,,,,,,,,,,,,,,,,"2.383, 97.048"
,2010,05,09,"3.748, 96.018",3.748,96.018,7.2,INDONESIA,,INDONESIA:  N. SUMATRA: SIMEULUE ISLAND,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,"3.748, 96.018"
Tsunami,2010,06,12,"7.881, 91.936",7.881,91.936,7.5,INDIA,,INDIA:  LITTLE NICOBAR ISLAND,,,,,,,,,,,,,,,,,,,,,,,,,"7.881, 91.936"
,2010,06,16,"-2.174, 136.543",-2.174,136.543,7,INDONESIA,,INDONESIA: NEW GUINEA:  IRIAN JAYA: JAPEN,17,Few (~1 to 50 deaths),,,,,,SEVERE (~>$5 to $24 million),2556,Very Many (~1001 or more houses),,,17,Few (~1 to 50 deaths),,,,,,SEVERE (~>$5 to $24 million),2556,Very Many (~1001 or more houses),,,"-2.174, 136.543"
,2010,07,23,"6.486, 123.467",6.486,123.467,7.6,PHILIPPINES,,PHILIPPINES:  CELEBES SEA:  MORO GULF,,,,,,,,,,,,,,,,,,,,,,,,,"6.486, 123.467"
Tsunami,2010,08,10,"-17.541, 168.069",-17.541,168.069,7.2,VANUATU,,VANUATU ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,"-17.541, 168.069"
,2010,08,12,"-1.266, -77.306",-1.266,-77.306,7.1,ECUADOR,,"ECUADOR:  MANTA, GUAYAQUIL, LOJA",,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,"-1.266, -77.306"
,2010,09,03,"-43.522, 171.83",-43.522,171.83,7,NEW ZEALAND,,NEW ZEALAND:  CHRISTCHURCH,,,,,2,Few (~1 to 50 deaths),6500,EXTREME (~$25 million or more),,,,Many (~101 to 1000 houses),,,,,2,Few (~1 to 50 deaths),6500.000,EXTREME (~$25 million or more),,,,Many (~101 to 1000 houses),"-43.522, 171.83"
Tsunami,2010,10,25,"-3.487, 100.082",-3.487,100.082,7.8,INDONESIA,,INDONESIA:  SUMATRA,,,,,,,,,,,,,431,Many (~101 to 1000 deaths),,,,,39.000,EXTREME (~$25 million or more),700,Many (~101 to 1000 houses),,,"-3.487, 100.082"
Tsunami,2010,12,21,"26.901, 143.698",26.901,143.698,7.4,JAPAN,,JAPAN:  BONIN ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,"26.901, 143.698"
Tsunami,2010,12,25,"-19.702, 167.947",-19.702,167.947,7.3,VANUATU,,VANUATU ISLANDS,,,,,,,,,,,,,,,,,4,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),,,,,"-19.702, 167.947"
,2011,01,18,"28.777, 63.951",28.777,63.951,7.2,PAKISTAN,,"PAKISTAN: GARHI KHAIRO, QUETTA, BALOCHISTAN",3,Few (~1 to 50 deaths),,,,Some (~51 to 100 deaths),,MODERATE (~$1 to $5 million),200,Many (~101 to 1000 houses),200,Many (~101 to 1000 houses),3,Few (~1 to 50 deaths),,,,Some (~51 to 100 deaths),,MODERATE (~$1 to $5 million),,,200,Many (~101 to 1000 houses),"28.777, 63.951"
Tsunami,2011,03,09,"38.435, 142.842",38.435,142.842,7.5,JAPAN,,JAPAN:  HONSHU:  E COAST,,,,,,,,,,,,,,,,,,,,,,,,,"38.435, 142.842"
Tsunami,2011,03,11,"38.297, 142.372",38.297,142.372,9.1,JAPAN,,JAPAN:  HONSHU,1475,Very Many (~1001 or more deaths),,,6157,Very Many (~1001 or more deaths),4401.709,EXTREME (~$25 million or more),2473,Very Many (~1001 or more houses),5618,Very Many (~1001 or more houses),18431,Very Many (~1001 or more deaths),,,6157,Very Many (~1001 or more deaths),220085.456,EXTREME (~$25 million or more),123661,Very Many (~1001 or more houses),280920,Very Many (~1001 or more houses),"38.297, 142.372"
,2011,03,11,"36.281, 141.111",36.281,141.111,7.9,JAPAN,,JAPAN:  NEAR E COAST HONSHU,,,,,,,,,,,,,,,,,,,,,,,,,"36.281, 141.111"
,2011,03,11,"38.058, 144.59",38.058,144.59,7.6,JAPAN,,JAPAN:  OFF EAST COAST HONSHU,,,,,,,,,,,,,,,,,,,,,,,,,"38.058, 144.59"
Tsunami,2011,04,07,"38.276, 141.588",38.276,141.588,7.1,JAPAN,,JAPAN: NEAR E COAST HONSHU,3,Few (~1 to 50 deaths),,,132,Many (~101 to 1000 deaths),,LIMITED (roughly corresponding to less than $1 million),,,,,3,Few (~1 to 50 deaths),,,132,Many (~101 to 1000 deaths),,LIMITED (roughly corresponding to less than $1 million),,,,,"38.276, 141.588"
Tsunami,2011,06,24,"52.05, -171.836",52.05,-171.836,7.3,USA,AK,ALASKA: ALEUTIAN ISLANDS: FOX ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,"52.05, -171.836"
Tsunami,2011,07,06,"-29.539, -176.34",-29.539,-176.34,7.6,KERMADEC ISLANDS (NEW ZEALAND),,NEW ZEALAND: KERMADEC ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,"-29.539, -176.34"
Tsunami,2011,07,10,"38.034, 143.264",38.034,143.264,7,JAPAN,,JAPAN:  HONSHU:  E COAST,,,,,,,,,,,,,,,,,,,,,,,,,"38.034, 143.264"
Tsunami,2011,08,20,"-18.311, 168.218",-18.311,168.218,7,VANUATU,,VANUATU ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,"-18.311, 168.218"
Tsunami,2011,08,20,"-18.365, 168.143",-18.365,168.143,7.1,VANUATU,,VANUATU ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,"-18.365, 168.143"
Tsunami,2011,10,21,"-28.993, -176.238",-28.993,-176.238,7.4,KERMADEC ISLANDS (NEW ZEALAND),,KERMADEC ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,"-28.993, -176.238"
,2011,10,23,"38.722, 43.513",38.722,43.513,7.1,TURKEY,,"TURKEY:  ERCIS, VAN",604,Many (~101 to 1000 deaths),,,2608,Very Many (~1001 or more deaths),1500,EXTREME (~$25 million or more),5739,Very Many (~1001 or more houses),4882,Very Many (~1001 or more houses),604,Many (~101 to 1000 deaths),,,2608,Very Many (~1001 or more deaths),1500.000,EXTREME (~$25 million or more),5739,Very Many (~1001 or more houses),4882,Very Many (~1001 or more houses),"38.722, 43.513"
Tsunami,2012,02,02,"-17.827, 167.133",-17.827,167.133,7,VANUATU,,VANUATU ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,"-17.827, 167.133"
Tsunami,2012,03,20,"16.493, -98.231",16.493,-98.231,7.4,MEXICO,,"MEXICO:  GUERRERO, OAXACA",2,Few (~1 to 50 deaths),,,13,Few (~1 to 50 deaths),,SEVERE (~>$5 to $24 million),800,Many (~101 to 1000 houses),,,2,Few (~1 to 50 deaths),,,13,Few (~1 to 50 deaths),,SEVERE (~>$5 to $24 million),800,Many (~101 to 1000 houses),,,"16.493, -98.231"
,2012,03,25,"-35.2, -72.217",-35.2,-72.217,7.2,CHILE,,"CHILE:  PARRAL, SANTIAGO",1,Few (~1 to 50 deaths),,,14,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),,,,Some (~51 to 100 houses),1,Few (~1 to 50 deaths),,,14,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),,,,Some (~51 to 100 houses),"-35.2, -72.217"
Tsunami,2012,04,11,"0.802, 92.463",0.802,92.463,8.2,INDONESIA,,INDONESIA:  N SUMATRA:  OFF WEST COAST,,,,,,,,,,,,,,,,,,,,,,,,,"0.802, 92.463"
Tsunami,2012,04,11,"2.327, 93.063",2.327,93.063,8.6,INDONESIA,,INDONESIA:  N SUMATRA:  OFF WEST COAST,10,Few (~1 to 50 deaths),,,12,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),,,,Some (~51 to 100 houses),10,Few (~1 to 50 deaths),,,12,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),,,,Some (~51 to 100 houses),"2.327, 93.063"
,2012,08,14,"49.8, 145.064",49.8,145.064,7.7,RUSSIA,,RUSSIA:  SAKHALIN ISLAND,,,,,,,,,,,,,,,,,,,,,,,,,"49.8, 145.064"
Tsunami,2012,08,27,"12.139, -88.59",12.139,-88.59,7.3,NICARAGUA,,NICARAGUA:  OFF THE COAST,,,,,,,,,,,,,,,,,,,,,,,,,"12.139, -88.59"
Tsunami,2012,08,31,"10.811, 126.638",10.811,126.638,7.6,PHILIPPINES,,"PHILIPPINES:  CAGAYAN DE ORO, TACLOBAN",1,Few (~1 to 50 deaths),,,1,Few (~1 to 50 deaths),0.3,LIMITED (roughly corresponding to less than $1 million),,Few (~1 to 50 houses),,,1,Few (~1 to 50 deaths),,,1,Few (~1 to 50 deaths),.300,LIMITED (roughly corresponding to less than $1 million),,Few (~1 to 50 houses),,,"10.811, 126.638"
Tsunami,2012,09,05,"10.085, -85.315",10.085,-85.315,7.6,COSTA RICA,,COSTA RICA:  NICOYA,2,Few (~1 to 50 deaths),,,20,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),,Some (~51 to 100 houses),,,2,Few (~1 to 50 deaths),,,20,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),,Some (~51 to 100 houses),,,"10.085, -85.315"
Tsunami,2012,10,28,"52.788, -132.101",52.788,-132.101,7.7,CANADA,,CANADA:  QUEEN CHARLOTTE ISLANDS,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,Few (~1 to 50 houses),1,Few (~1 to 50 deaths),,,,,,LIMITED (roughly corresponding to less than $1 million),,,,Few (~1 to 50 houses),"52.788, -132.101"
Tsunami,2012,11,07,"13.988, -91.895",13.988,-91.895,7.3,GUATEMALA,,"GUATEMALA:  SAN MARCOS, SAN CRISTOBAL COCHU",48,Some (~51 to 100 deaths),,,155,Many (~101 to 1000 deaths),,SEVERE (~>$5 to $24 million),2769,Very Many (~1001 or more houses),7561,Very Many (~1001 or more houses),48,Some (~51 to 100 deaths),,,155,Many (~101 to 1000 deaths),,SEVERE (~>$5 to $24 million),2769,Very Many (~1001 or more houses),7561,Very Many (~1001 or more houses),"13.988, -91.895"
Tsunami,2012,12,07,"37.89, 143.949",37.89,143.949,7.2,JAPAN,,JAPAN:  HONSHU:  MIYAGI PREFECTURE,,,,,11,Few (~1 to 50 deaths),,,,,,,,,,,11,Few (~1 to 50 deaths),,,,,,,"37.89, 143.949"
Tsunami,2013,01,05,"55.393, -134.652",55.393,-134.652,7.5,USA,AK,ALASKA:  SOUTHEASTERN,,,,,,,,,,,,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,"55.393, -134.652"
Tsunami,2013,02,06,"-10.799, 165.114",-10.799,165.114,7.9,SOLOMON ISLANDS,,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,10,Few (~1 to 50 deaths),,,15,Few (~1 to 50 deaths),2.000,MODERATE (~$1 to $5 million),588,Many (~101 to 1000 houses),478,Many (~101 to 1000 houses),"-10.799, 165.114"
Tsunami,2013,02,08,"-10.928, 166.018",-10.928,166.018,7,SOLOMON ISLANDS,,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,"-10.928, 166.018"
,2013,02,09,"1.135, -77.393",1.135,-77.393,7,COLOMBIA,,"COLOMBIA:  CAUCA, NARINO, VALLE DEL CAUCA, RISARALDA",,,,,15,Few (~1 to 50 deaths),,MODERATE (~$1 to $5 million),100,Some (~51 to 100 houses),1900,Very Many (~1001 or more houses),,,,,15,Few (~1 to 50 deaths),,MODERATE (~$1 to $5 million),100,Some (~51 to 100 houses),1900,Very Many (~1001 or more houses),"1.135, -77.393"
,2013,04,16,"28.033, 61.996",28.033,61.996,7.7,IRAN,,IRAN; PAKISTAN:  MASHKAL,40,Few (~1 to 50 deaths),,,300,Many (~101 to 1000 deaths),,SEVERE (~>$5 to $24 million),,,1000,Many (~101 to 1000 houses),40,Few (~1 to 50 deaths),,,300,Many (~101 to 1000 deaths),,SEVERE (~>$5 to $24 million),,,1000,Many (~101 to 1000 houses),"28.033, 61.996"
Tsunami,2013,04,19,"46.221, 150.788",46.221,150.788,7.2,RUSSIA,,RUSSIA:  KURIL ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,"46.221, 150.788"
,2013,05,24,"54.892, 153.221",54.892,153.221,8.3,RUSSIA,,RUSSIA:  SEVERO KURILSKIYE,,,,,,,,,,,,,,,,,,,,,,,,,"54.892, 153.221"
Tsunami,2013,09,24,"26.951, 65.501",26.951,65.501,7.7,PAKISTAN,,"PAKISTAN:  AWARAN, KECH",825,Many (~101 to 1000 deaths),,,619,Many (~101 to 1000 deaths),,EXTREME (~$25 million or more),32638,Very Many (~1001 or more houses),14118,Very Many (~1001 or more houses),825,Many (~101 to 1000 deaths),,,619,Many (~101 to 1000 deaths),,EXTREME (~$25 million or more),32638,Very Many (~1001 or more houses),14118,Very Many (~1001 or more houses),"26.951, 65.501"
,2013,09,25,"-16.15, -74.87",-16.15,-74.87,7.1,PERU,,PERU:  AREQUIPA,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,Few (~1 to 50 houses),,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,Few (~1 to 50 houses),,,"-16.15, -74.87"
,2013,10,15,"9.88, 124.117",9.88,124.117,7.1,PHILIPPINES,,"PHILIPPINES:  BOHOL, CEBU, SIQUIJOR IS",222,Many (~101 to 1000 deaths),8,Few (~1 to 50 deaths),976,Many (~101 to 1000 deaths),51.8,EXTREME (~$25 million or more),,Very Many (~1001 or more houses),,Very Many (~1001 or more houses),222,Many (~101 to 1000 deaths),8,Few (~1 to 50 deaths),976,Many (~101 to 1000 deaths),51.800,EXTREME (~$25 million or more),,Very Many (~1001 or more houses),,Very Many (~1001 or more houses),"9.88, 124.117"
Tsunami,2013,10,25,"37.2, 144.6",37.2,144.6,7.1,JAPAN,,JAPAN:  HONSHU:  E COAST,,,,,1,Few (~1 to 50 deaths),,,,,,,,,,,1,Few (~1 to 50 deaths),,,,,,,"37.2, 144.6"
Tsunami,2013,11,17,"-60.274, -46.401",-60.274,-46.401,7.7,ANTARCTICA,,SCOTIA SEA:  SOUTH ORKNEY ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,"-60.274, -46.401"
Tsunami,2014,04,01,"-19.61, -70.769",-19.61,-70.769,8.2,CHILE,,"CHILE:  NORTHERN:  IQUIQUE, ALTO HOSPICIO",7,Few (~1 to 50 deaths),,,,,100,EXTREME (~$25 million or more),,,2600,Very Many (~1001 or more houses),7,Few (~1 to 50 deaths),,,,,100.000,EXTREME (~$25 million or more),,,2600,Very Many (~1001 or more houses),"-19.61, -70.769"
Tsunami,2014,04,03,"-20.571, -70.493",-20.571,-70.493,7.7,CHILE,,CHILE:  NORTHERN:  IQUIQUE,,,,,,,,,,,,,,,,,,,,,,,,,"-20.571, -70.493"
,2014,04,11,"-6.586, 155.049",-6.586,155.049,7.1,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  BOUGAINVILLE ISLAND,1,Few (~1 to 50 deaths),,,,,,LIMITED (roughly corresponding to less than $1 million),51,Some (~51 to 100 houses),,,1,Few (~1 to 50 deaths),,,,,,LIMITED (roughly corresponding to less than $1 million),51,Some (~51 to 100 houses),,,"-6.586, 155.049"
Tsunami,2014,04,12,"-11.27, 162.148",-11.27,162.148,7.6,SOLOMON ISLANDS,,SOLOMON ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,"-11.27, 162.148"
Tsunami,2014,04,13,"-11.463, 162.051",-11.463,162.051,7.4,SOLOMON ISLANDS,,SOLOMON ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,"-11.463, 162.051"
